Freq[#], X[m], Y[m], V[m], Z[m], Log(Abs)[*], Log(Im)[*], Log(Re)[*], Phase[*], Con[mS/m], Ro[Om*m], PPM, Lat[*], Lon[*], GNSS altitude, UTC
6, 71.886, 356.230, 363.410, -6.42857, 1.70225e-06, 9.80404e-07, -1.39156e-06, -35.166, 51.9126, 19.2631, 2930.1, 46.55181864, 40.29433007, 0, 2021.07.23 11:42:59:117
7, 71.886, 356.230, 363.410, -5.71429, 2.52594e-06, 1.19761e-06, -2.22398e-06, -28.3025, 51.0125, 19.603, 4369.13, 46.55181864, 40.29433007, 0, 2021.07.23 11:42:59:117
8, 71.886, 356.230, 363.410, -5, 3.61524e-06, 1.97456e-06, -3.02838e-06, -33.1051, 46.0844, 21.6993, 6174.24, 46.55181864, 40.29433007, 0, 2021.07.23 11:42:59:117
9, 71.886, 356.230, 363.410, -4.28571, 5.7151e-06, 3.03578e-06, -4.84215e-06, -32.0856, 43.3962, 23.0435, 9886.95, 46.55181864, 40.29433007, 0, 2021.07.23 11:42:59:117
10, 71.886, 356.230, 363.410, -3.57143, 9.69841e-06, 5.32842e-06, -8.10353e-06, -33.3266, 40.1487, 24.9074, 16867, 46.55181864, 40.29433007, 0, 2021.07.23 11:42:59:117
11, 71.886, 356.230, 363.410, -2.85714, 1.73782e-05, 9.93586e-06, -1.42576e-05, -34.8719, 35.8177, 27.9192, 30725.3, 46.55181864, 40.29433007, 0, 2021.07.23 11:42:59:117
12, 71.886, 356.230, 363.410, -2.14286, 3.45686e-05, 2.19481e-05, -2.6707e-05, -39.4137, 30.5416, 32.7422, 62398.7, 46.55181864, 40.29433007, 0, 2021.07.23 11:42:59:117
13, 71.886, 356.230, 363.410, -1.42857, 7.29421e-05, 5.71406e-05, -4.53376e-05, -51.5701, 24.0827, 41.5237, 149696, 46.55181864, 40.29433007, 0, 2021.07.23 11:42:59:117
14, 71.886, 356.230, 363.410, -0.714286, 0.000179118, 0.000161834, -7.67673e-05, -64.6222, 18.801, 53.1887, 409251, 46.55181864, 40.29433007, 0, 2021.07.23 11:42:59:117
1, 71.530, 347.784, 355.064, -10, 1.61834e-07, 1.27723e-07, -9.93828e-08, -52.1131, 81.153, 12.3224, 312.114, 46.55174269, 40.29432541, 0, 2021.07.23 11:43:00:868
2, 71.530, 347.784, 355.064, -9.28571, 2.23645e-07, 1.6789e-07, -1.47749e-07, -48.651, 72.5944, 13.7752, 413.484, 46.55174269, 40.29432541, 0, 2021.07.23 11:43:00:868
3, 71.530, 347.784, 355.064, -8.57143, 3.37534e-07, 2.19808e-07, -2.56151e-07, -40.6335, 67.7157, 14.7676, 612.34, 46.55174269, 40.29432541, 0, 2021.07.23 11:43:00:868
4, 71.530, 347.784, 355.064, -7.85714, 5.27069e-07, 3.29479e-07, -4.11395e-07, -38.6906, 61.4949, 16.2615, 932.553, 46.55174269, 40.29432541, 0, 2021.07.23 11:43:00:868
5, 71.530, 347.784, 355.064, -7.14286, 8.87292e-07, 5.2733e-07, -7.13589e-07, -36.4638, 56.2445, 17.7795, 1545.81, 46.55174269, 40.29432541, 0, 2021.07.23 11:43:00:868
6, 71.530, 347.784, 355.064, -6.42857, 1.65793e-06, 9.66075e-07, -1.34738e-06, -35.6406, 50.5737, 19.7731, 2853.2, 46.55174269, 40.29432541, 0, 2021.07.23 11:43:00:868
7, 71.530, 347.784, 355.064, -5.71429, 2.49293e-06, 1.25727e-06, -2.15266e-06, -30.2872, 50.3534, 19.8596, 4309.28, 46.55174269, 40.29432541, 0, 2021.07.23 11:43:00:868
8, 71.530, 347.784, 355.064, -5, 3.56858e-06, 1.98863e-06, -2.96313e-06, -33.8665, 45.4972, 21.9794, 6094.19, 46.55174269, 40.29432541, 0, 2021.07.23 11:43:00:868
9, 71.530, 347.784, 355.064, -4.28571, 5.63261e-06, 3.09818e-06, -4.704e-06, -33.37, 42.7796, 23.3756, 9736.31, 46.55174269, 40.29432541, 0, 2021.07.23 11:43:00:868
10, 71.530, 347.784, 355.064, -3.57143, 9.50486e-06, 5.22349e-06, -7.94088e-06, -33.3368, 39.3629, 25.4047, 16535.8, 46.55174269, 40.29432541, 0, 2021.07.23 11:43:00:868
11, 71.530, 347.784, 355.064, -2.85714, 1.70817e-05, 9.78259e-06, -1.4003e-05, -34.9384, 35.2214, 28.3918, 30177.5, 46.55174269, 40.29432541, 0, 2021.07.23 11:43:00:868
12, 71.530, 347.784, 355.064, -2.14286, 3.3537e-05, 2.15982e-05, -2.56563e-05, -40.0915, 29.6587, 33.7169, 60593.6, 46.55174269, 40.29432541, 0, 2021.07.23 11:43:00:868
13, 71.530, 347.784, 355.064, -1.42857, 7.0284e-05, 5.56699e-05, -4.29034e-05, -52.3795, 23.2417, 43.0261, 144235, 46.55174269, 40.29432541, 0, 2021.07.23 11:43:00:868
14, 71.530, 347.784, 355.064, -0.714286, 0.000173475, 0.00015646, -7.49248e-05, -64.4115, 18.2474, 54.8023, 396627, 46.55174269, 40.29432541, 0, 2021.07.23 11:43:00:868
1, 71.707, 339.449, 346.940, -10, 1.63256e-07, 1.32373e-07, -9.55497e-08, -54.1775, 81.8633, 12.2155, 314.804, 46.55166773, 40.29432772, 0, 2021.07.23 11:43:02:618
2, 71.707, 339.449, 346.940, -9.28571, 2.34474e-07, 1.79807e-07, -1.5049e-07, -50.0722, 76.0942, 13.1416, 433.407, 46.55166773, 40.29432772, 0, 2021.07.23 11:43:02:618
3, 71.707, 339.449, 346.940, -8.57143, 3.39338e-07, 2.25642e-07, -2.53448e-07, -41.6783, 68.0759, 14.6895, 615.821, 46.55166773, 40.29432772, 0, 2021.07.23 11:43:02:618
4, 71.707, 339.449, 346.940, -7.85714, 5.13454e-07, 3.15799e-07, -4.04853e-07, -37.9554, 59.9152, 16.6902, 908.313, 46.55166773, 40.29432772, 0, 2021.07.23 11:43:02:618
5, 71.707, 339.449, 346.940, -7.14286, 8.67658e-07, 5.16272e-07, -6.97348e-07, -36.5139, 55.0086, 18.179, 1511.98, 46.55166773, 40.29432772, 0, 2021.07.23 11:43:02:618
6, 71.707, 339.449, 346.940, -6.42857, 1.65203e-06, 9.5625e-07, -1.34714e-06, -35.3686, 50.3951, 19.8432, 2842.8, 46.55166773, 40.29432772, 0, 2021.07.23 11:43:02:618
7, 71.707, 339.449, 346.940, -5.71429, 2.44887e-06, 1.21095e-06, -2.12851e-06, -29.6363, 49.4733, 20.2129, 4234.3, 46.55166773, 40.29432772, 0, 2021.07.23 11:43:02:618
8, 71.707, 339.449, 346.940, -5, 3.5162e-06, 1.97294e-06, -2.91053e-06, -34.1319, 44.8378, 22.3026, 6006.41, 46.55166773, 40.29432772, 0, 2021.07.23 11:43:02:618
9, 71.707, 339.449, 346.940, -4.28571, 5.51793e-06, 3.06338e-06, -4.58947e-06, -33.7223, 41.9219, 23.8539, 9549.26, 46.55166773, 40.29432772, 0, 2021.07.23 11:43:02:618
10, 71.707, 339.449, 346.940, -3.57143, 9.42537e-06, 5.25291e-06, -7.82589e-06, -33.8704, 39.0399, 25.6148, 16385.3, 46.55166773, 40.29432772, 0, 2021.07.23 11:43:02:618
11, 71.707, 339.449, 346.940, -2.85714, 1.69301e-05, 9.73715e-06, -1.38498e-05, -35.1093, 34.9165, 28.6397, 29901.2, 46.55166773, 40.29432772, 0, 2021.07.23 11:43:02:618
12, 71.707, 339.449, 346.940, -2.14286, 3.37933e-05, 2.1354e-05, -2.61915e-05, -39.1904, 29.8782, 33.4692, 61040.9, 46.55166773, 40.29432772, 0, 2021.07.23 11:43:02:618
13, 71.707, 339.449, 346.940, -1.42857, 7.07956e-05, 5.49741e-05, -4.46079e-05, -50.9429, 23.4038, 42.7282, 145285, 46.55166773, 40.29432772, 0, 2021.07.23 11:43:02:618
14, 71.707, 339.449, 346.940, -0.714286, 0.000170426, 0.000155438, -6.98857e-05, -65.7911, 17.9474, 55.7183, 389427, 46.55166773, 40.29432772, 0, 2021.07.23 11:43:02:618
1, 71.721, 331.334, 339.008, -10, 1.55954e-07, 1.23911e-07, -9.46975e-08, -52.6115, 78.215, 12.7853, 300.777, 46.55159475, 40.29432791, 0, 2021.07.23 11:43:04:367
2, 71.721, 331.334, 339.008, -9.28571, 2.21126e-07, 1.68825e-07, -1.42811e-07, -49.7716, 71.7803, 13.9314, 409.123, 46.55159475, 40.29432791, 0, 2021.07.23 11:43:04:367
3, 71.721, 331.334, 339.008, -8.57143, 3.23258e-07, 2.10409e-07, -2.45405e-07, -40.6097, 64.865, 15.4166, 586.731, 46.55159475, 40.29432791, 0, 2021.07.23 11:43:04:367
4, 71.721, 331.334, 339.008, -7.85714, 5.1013e-07, 3.13166e-07, -4.02691e-07, -37.8716, 59.5296, 16.7984, 902.754, 46.55159475, 40.29432791, 0, 2021.07.23 11:43:04:367
5, 71.721, 331.334, 339.008, -7.14286, 8.49934e-07, 4.98702e-07, -6.88247e-07, -35.927, 53.8926, 18.5554, 1481.29, 46.55159475, 40.29432791, 0, 2021.07.23 11:43:04:367
6, 71.721, 331.334, 339.008, -6.42857, 1.58949e-06, 9.23381e-07, -1.29378e-06, -35.5158, 48.5045, 20.6167, 2736, 46.55159475, 40.29432791, 0, 2021.07.23 11:43:04:367
7, 71.721, 331.334, 339.008, -5.71429, 2.38607e-06, 1.18876e-06, -2.06886e-06, -29.8815, 48.2182, 20.739, 4126.06, 46.55159475, 40.29432791, 0, 2021.07.23 11:43:04:367
8, 71.721, 331.334, 339.008, -5, 3.34749e-06, 1.87492e-06, -2.77315e-06, -34.0625, 42.7123, 23.4125, 5715.52, 46.55159475, 40.29432791, 0, 2021.07.23 11:43:04:367
9, 71.721, 331.334, 339.008, -4.28571, 5.31043e-06, 2.92589e-06, -4.43168e-06, -33.4336, 40.3686, 24.7717, 9179.19, 46.55159475, 40.29432791, 0, 2021.07.23 11:43:04:367
10, 71.721, 331.334, 339.008, -3.57143, 8.96672e-06, 4.9892e-06, -7.4505e-06, -33.8081, 37.1747, 26.9, 15598.9, 46.55159475, 40.29432791, 0, 2021.07.23 11:43:04:367
11, 71.721, 331.334, 339.008, -2.85714, 1.59643e-05, 9.18669e-06, -1.30561e-05, -35.1313, 32.9702, 30.3305, 28217.6, 46.55159475, 40.29432791, 0, 2021.07.23 11:43:04:367
12, 71.721, 331.334, 339.008, -2.14286, 3.19037e-05, 2.03996e-05, -2.45296e-05, -39.7479, 28.2575, 35.3888, 57615.2, 46.55159475, 40.29432791, 0, 2021.07.23 11:43:04:367
13, 71.721, 331.334, 339.008, -1.42857, 6.66502e-05, 5.26068e-05, -4.0924e-05, -52.1199, 22.0881, 45.2733, 136798, 46.55159475, 40.29432791, 0, 2021.07.23 11:43:04:367
14, 71.721, 331.334, 339.008, -0.714286, 0.000164317, 0.000149221, -6.87991e-05, -65.2476, 17.3445, 57.6552, 375383, 46.55159475, 40.29432791, 0, 2021.07.23 11:43:04:367
1, 71.116, 323.614, 331.336, -10, 1.55936e-07, 1.23895e-07, -9.46897e-08, -52.6103, 78.2064, 12.7867, 300.722, 46.55152533, 40.29432000, 0, 2021.07.23 11:43:06:117
2, 71.116, 323.614, 331.336, -9.28571, 2.18351e-07, 1.6946e-07, -1.37696e-07, -50.904, 70.8829, 14.1078, 403.837, 46.55152533, 40.29432000, 0, 2021.07.23 11:43:06:117
3, 71.116, 323.614, 331.336, -8.57143, 3.19364e-07, 2.11628e-07, -2.3918e-07, -41.5027, 64.0874, 15.6037, 579.714, 46.55152533, 40.29432000, 0, 2021.07.23 11:43:06:117
4, 71.116, 323.614, 331.336, -7.85714, 4.87677e-07, 3.12885e-07, -3.74074e-07, -39.9099, 56.9234, 17.5675, 862.82, 46.55152533, 40.29432000, 0, 2021.07.23 11:43:06:117
5, 71.116, 323.614, 331.336, -7.14286, 8.23105e-07, 5.09685e-07, -6.46314e-07, -38.2594, 52.2028, 19.1561, 1434.2, 46.55152533, 40.29432000, 0, 2021.07.23 11:43:06:117
6, 71.116, 323.614, 331.336, -6.42857, 1.52018e-06, 9.24671e-07, -1.20662e-06, -37.464, 46.4072, 21.5484, 2617.05, 46.55152533, 40.29432000, 0, 2021.07.23 11:43:06:117
7, 71.116, 323.614, 331.336, -5.71429, 2.249e-06, 1.11376e-06, -1.95386e-06, -29.6846, 45.4766, 21.9893, 3888.02, 46.55152533, 40.29432000, 0, 2021.07.23 11:43:06:117
8, 71.116, 323.614, 331.336, -5, 3.18182e-06, 1.81376e-06, -2.61424e-06, -34.7529, 40.6227, 24.6168, 5438.44, 46.55152533, 40.29432000, 0, 2021.07.23 11:43:06:117
9, 71.116, 323.614, 331.336, -4.28571, 5.0157e-06, 2.78155e-06, -4.17376e-06, -33.681, 38.1594, 26.2059, 8671.71, 46.55152533, 40.29432000, 0, 2021.07.23 11:43:06:117
10, 71.116, 323.614, 331.336, -3.57143, 8.53316e-06, 4.88402e-06, -6.99723e-06, -34.9148, 35.4084, 28.2419, 14835.5, 46.55152533, 40.29432000, 0, 2021.07.23 11:43:06:117
11, 71.116, 323.614, 331.336, -2.85714, 1.50094e-05, 8.93212e-06, -1.20623e-05, -36.5199, 31.0407, 32.2157, 26541.2, 46.55152533, 40.29432000, 0, 2021.07.23 11:43:06:117
12, 71.116, 323.614, 331.336, -2.14286, 2.92102e-05, 1.93722e-05, -2.18621e-05, -41.5445, 25.9378, 38.5538, 52734.2, 46.55152533, 40.29432000, 0, 2021.07.23 11:43:06:117
13, 71.116, 323.614, 331.336, -1.42857, 6.0817e-05, 4.95253e-05, -3.5298e-05, -54.5216, 20.2262, 49.4409, 124840, 46.55152533, 40.29432000, 0, 2021.07.23 11:43:06:117
14, 71.116, 323.614, 331.336, -0.714286, 0.000154213, 0.000141617, -6.10411e-05, -66.6826, 16.3416, 61.1936, 352324, 46.55152533, 40.29432000, 0, 2021.07.23 11:43:06:117
1, 70.892, 315.471, 323.338, -10, 1.49867e-07, 1.22173e-07, -8.67976e-08, -54.6083, 75.1732, 13.3026, 289.079, 46.55145209, 40.29431707, 0, 2021.07.23 11:43:07:867
2, 70.892, 315.471, 323.338, -9.28571, 2.11822e-07, 1.64107e-07, -1.33931e-07, -50.7813, 68.7718, 14.5408, 392.156, 46.55145209, 40.29431707, 0, 2021.07.23 11:43:07:867
3, 70.892, 315.471, 323.338, -8.57143, 3.12227e-07, 2.12289e-07, -2.28952e-07, -42.8374, 62.6615, 15.9588, 566.771, 46.55145209, 40.29431707, 0, 2021.07.23 11:43:07:867
4, 70.892, 315.471, 323.338, -7.85714, 4.68561e-07, 3.00717e-07, -3.59332e-07, -39.9252, 54.7036, 18.2803, 828.347, 46.55145209, 40.29431707, 0, 2021.07.23 11:43:07:867
5, 70.892, 315.471, 323.338, -7.14286, 8.05802e-07, 4.88736e-07, -6.40667e-07, -37.3384, 51.1125, 19.5647, 1403.93, 46.55145209, 40.29431707, 0, 2021.07.23 11:43:07:867
6, 70.892, 315.471, 323.338, -6.42857, 1.51985e-06, 9.24431e-07, -1.20639e-06, -37.4621, 46.3973, 21.553, 2616.05, 46.55145209, 40.29431707, 0, 2021.07.23 11:43:07:867
7, 70.892, 315.471, 323.338, -5.71429, 2.2354e-06, 1.15613e-06, -1.91322e-06, -31.144, 45.2044, 22.1218, 3864.34, 46.55145209, 40.29431707, 0, 2021.07.23 11:43:07:867
8, 70.892, 315.471, 323.338, -5, 3.16495e-06, 1.85395e-06, -2.5651e-06, -35.8579, 40.4097, 24.7465, 5406.3, 46.55145209, 40.29431707, 0, 2021.07.23 11:43:07:867
9, 70.892, 315.471, 323.338, -4.28571, 4.90103e-06, 2.83356e-06, -3.99887e-06, -35.321, 37.2988, 26.8105, 8471.88, 46.55145209, 40.29431707, 0, 2021.07.23 11:43:07:867
10, 70.892, 315.471, 323.338, -3.57143, 8.1933e-06, 4.71296e-06, -6.70211e-06, -35.1151, 34.0218, 29.3929, 14244.7, 46.55145209, 40.29431707, 0, 2021.07.23 11:43:07:867
11, 70.892, 315.471, 323.338, -2.85714, 1.469e-05, 8.83482e-06, -1.17363e-05, -36.9715, 30.3942, 32.901, 25967.2, 46.55145209, 40.29431707, 0, 2021.07.23 11:43:07:867
12, 70.892, 315.471, 323.338, -2.14286, 2.85259e-05, 1.88563e-05, -2.14048e-05, -41.3782, 25.3466, 39.453, 51524.6, 46.55145209, 40.29431707, 0, 2021.07.23 11:43:07:867
13, 70.892, 315.471, 323.338, -1.42857, 5.88493e-05, 4.77975e-05, -3.43313e-05, -54.3116, 19.5953, 51.0326, 120788, 46.55145209, 40.29431707, 0, 2021.07.23 11:43:07:867
14, 70.892, 315.471, 323.338, -0.714286, 0.000142901, 0.000133259, -5.16023e-05, -68.8319, 15.2103, 65.7449, 326430, 46.55145209, 40.29431707, 0, 2021.07.23 11:43:07:867
1, 70.865, 307.415, 315.477, -10, 1.53417e-07, 1.28396e-07, -8.39717e-08, -56.815, 76.9472, 12.9959, 295.819, 46.55137964, 40.29431671, 0, 2021.07.23 11:43:09:618
2, 70.865, 307.415, 315.477, -9.28571, 2.13237e-07, 1.69495e-07, -1.29389e-07, -52.6426, 69.2295, 14.4447, 394.19, 46.55137964, 40.29431671, 0, 2021.07.23 11:43:09:618
3, 70.865, 307.415, 315.477, -8.57143, 3.14174e-07, 2.18048e-07, -2.26186e-07, -43.9505, 63.0505, 15.8603, 570.379, 46.55137964, 40.29431671, 0, 2021.07.23 11:43:09:618
4, 70.865, 307.415, 315.477, -7.85714, 4.79877e-07, 3.2892e-07, -3.49419e-07, -43.2691, 56.0178, 17.8515, 849.469, 46.55137964, 40.29431671, 0, 2021.07.23 11:43:09:618
5, 70.865, 307.415, 315.477, -7.14286, 8.00194e-07, 5.11344e-07, -6.15498e-07, -39.7192, 50.7591, 19.7009, 1394.46, 46.55137964, 40.29431671, 0, 2021.07.23 11:43:09:618
6, 70.865, 307.415, 315.477, -6.42857, 1.49226e-06, 9.58852e-07, -1.14344e-06, -39.9821, 45.5621, 21.9481, 2567.97, 46.55137964, 40.29431671, 0, 2021.07.23 11:43:09:618
7, 70.865, 307.415, 315.477, -5.71429, 2.1746e-06, 1.16423e-06, -1.8367e-06, -32.3693, 43.987, 22.734, 3760, 46.55137964, 40.29431671, 0, 2021.07.23 11:43:09:618
8, 70.865, 307.415, 315.477, -5, 3.01458e-06, 1.80935e-06, -2.41122e-06, -36.8841, 38.5108, 25.9667, 5146.79, 46.55137964, 40.29431671, 0, 2021.07.23 11:43:09:618
9, 70.865, 307.415, 315.477, -4.28571, 4.80831e-06, 2.84321e-06, -3.87763e-06, -36.2501, 36.6026, 27.3204, 8315.27, 46.55137964, 40.29431671, 0, 2021.07.23 11:43:09:618
10, 70.865, 307.415, 315.477, -3.57143, 8.07243e-06, 4.77732e-06, -6.50703e-06, -36.2853, 33.5282, 29.8257, 14030.7, 46.55137964, 40.29431671, 0, 2021.07.23 11:43:09:618
11, 70.865, 307.415, 315.477, -2.85714, 1.42413e-05, 8.67894e-06, -1.12911e-05, -37.5477, 29.4849, 33.9156, 25156.3, 46.55137964, 40.29431671, 0, 2021.07.23 11:43:09:618
12, 70.865, 307.415, 315.477, -2.14286, 2.77541e-05, 1.85766e-05, -2.06203e-05, -42.0153, 24.679, 40.5203, 50119, 46.55137964, 40.29431671, 0, 2021.07.23 11:43:09:618
13, 70.865, 307.415, 315.477, -1.42857, 5.71063e-05, 4.68785e-05, -3.26118e-05, -55.1749, 19.0353, 52.5341, 117241, 46.55137964, 40.29431671, 0, 2021.07.23 11:43:09:618
14, 70.865, 307.415, 315.477, -0.714286, 0.000141625, 0.000130749, -5.44269e-05, -67.3995, 15.0821, 66.3039, 323080, 46.55137964, 40.29431671, 0, 2021.07.23 11:43:09:618
1, 70.698, 299.099, 307.341, -10, 1.53319e-07, 1.29341e-07, -8.23249e-08, -57.5235, 76.8982, 13.0042, 295.524, 46.55130485, 40.29431453, 0, 2021.07.23 11:43:11:368
2, 70.698, 299.099, 307.341, -9.28571, 2.1541e-07, 1.79243e-07, -1.19471e-07, -56.3152, 69.932, 14.2996, 398.265, 46.55130485, 40.29431453, 0, 2021.07.23 11:43:11:368
3, 70.698, 299.099, 307.341, -8.57143, 3.02136e-07, 2.12491e-07, -2.14788e-07, -44.692, 60.6452, 16.4894, 548.584, 46.55130485, 40.29431453, 0, 2021.07.23 11:43:11:368
4, 70.698, 299.099, 307.341, -7.85714, 4.60264e-07, 3.02683e-07, -3.46737e-07, -41.1192, 53.7399, 18.6082, 814.699, 46.55130485, 40.29431453, 0, 2021.07.23 11:43:11:368
5, 70.698, 299.099, 307.341, -7.14286, 7.90636e-07, 5.04105e-07, -6.09084e-07, -39.6126, 50.1567, 19.9375, 1377.8, 46.55130485, 40.29431453, 0, 2021.07.23 11:43:11:368
6, 70.698, 299.099, 307.341, -6.42857, 1.43373e-06, 8.96561e-07, -1.11882e-06, -38.7067, 43.7893, 22.8366, 2468.07, 46.55130485, 40.29431453, 0, 2021.07.23 11:43:11:368
7, 70.698, 299.099, 307.341, -5.71429, 2.11595e-06, 1.13013e-06, -1.78886e-06, -32.2831, 42.8119, 23.358, 3659.35, 46.55130485, 40.29431453, 0, 2021.07.23 11:43:11:368
8, 70.698, 299.099, 307.341, -5, 3.01293e-06, 1.8248e-06, -2.39747e-06, -37.276, 38.49, 25.9808, 5142.72, 46.55130485, 40.29431453, 0, 2021.07.23 11:43:11:368
9, 70.698, 299.099, 307.341, -4.28571, 4.689e-06, 2.76061e-06, -3.79022e-06, -36.0677, 35.7062, 28.0063, 8110.13, 46.55130485, 40.29431453, 0, 2021.07.23 11:43:11:368
10, 70.698, 299.099, 307.341, -3.57143, 7.9173e-06, 4.66558e-06, -6.39656e-06, -36.1066, 32.8943, 30.4004, 13772, 46.55130485, 40.29431453, 0, 2021.07.23 11:43:11:368
11, 70.698, 299.099, 307.341, -2.85714, 1.43209e-05, 8.71532e-06, -1.13636e-05, -37.4864, 29.6464, 33.7309, 25304.1, 46.55130485, 40.29431453, 0, 2021.07.23 11:43:11:368
12, 70.698, 299.099, 307.341, -2.14286, 2.79458e-05, 1.86089e-05, -2.08489e-05, -41.7508, 24.8449, 40.2497, 50463.6, 46.55130485, 40.29431453, 0, 2021.07.23 11:43:11:368
13, 70.698, 299.099, 307.341, -1.42857, 5.77304e-05, 4.74595e-05, -3.28693e-05, -55.2944, 19.2359, 51.986, 118557, 46.55130485, 40.29431453, 0, 2021.07.23 11:43:11:368
14, 70.698, 299.099, 307.341, -0.714286, 0.000145785, 0.000134092, -5.72055e-05, -66.8963, 15.4996, 64.5178, 333157, 46.55130485, 40.29431453, 0, 2021.07.23 11:43:11:368
1, 70.603, 290.845, 299.291, -10, 1.47878e-07, 1.20486e-07, -8.57384e-08, -54.5641, 74.1787, 13.481, 285.141, 46.55123062, 40.29431328, 0, 2021.07.23 11:43:13:117
2, 70.603, 290.845, 299.291, -9.28571, 2.04274e-07, 1.62145e-07, -1.24245e-07, -52.5385, 66.3307, 15.076, 377.827, 46.55123062, 40.29431328, 0, 2021.07.23 11:43:13:117
3, 70.603, 290.845, 299.291, -8.57143, 3.05385e-07, 2.13051e-07, -2.18791e-07, -44.2384, 61.2945, 16.3147, 554.519, 46.55123062, 40.29431328, 0, 2021.07.23 11:43:13:117
4, 70.603, 290.845, 299.291, -7.85714, 4.5851e-07, 3.06824e-07, -3.40721e-07, -42.0035, 53.5361, 18.679, 810.801, 46.55123062, 40.29431328, 0, 2021.07.23 11:43:13:117
5, 70.603, 290.845, 299.291, -7.14286, 7.81118e-07, 4.96894e-07, -6.02695e-07, -39.504, 49.5567, 20.1789, 1361.25, 46.55123062, 40.29431328, 0, 2021.07.23 11:43:13:117
6, 70.603, 290.845, 299.291, -6.42857, 1.44201e-06, 8.86099e-07, -1.13763e-06, -37.9149, 44.0399, 22.7067, 2481.4, 46.55123062, 40.29431328, 0, 2021.07.23 11:43:13:117
7, 70.603, 290.845, 299.291, -5.71429, 2.18159e-06, 1.14007e-06, -1.85999e-06, -31.506, 44.1269, 22.6619, 3772.3, 46.55123062, 40.29431328, 0, 2021.07.23 11:43:13:117
8, 70.603, 290.845, 299.291, -5, 3.058e-06, 1.80324e-06, -2.46976e-06, -36.1341, 39.0594, 25.602, 5221.02, 46.55123062, 40.29431328, 0, 2021.07.23 11:43:13:117
9, 70.603, 290.845, 299.291, -4.28571, 4.82055e-06, 2.79595e-06, -3.92688e-06, -35.451, 36.6946, 27.252, 8332.95, 46.55123062, 40.29431328, 0, 2021.07.23 11:43:13:117
10, 70.603, 290.845, 299.291, -3.57143, 8.1234e-06, 4.66067e-06, -6.6534e-06, -35.0111, 33.7363, 29.6416, 14126.5, 46.55123062, 40.29431328, 0, 2021.07.23 11:43:13:117
11, 70.603, 290.845, 299.291, -2.85714, 1.45808e-05, 8.66206e-06, -1.17289e-05, -36.4467, 30.173, 33.1423, 25770.6, 46.55123062, 40.29431328, 0, 2021.07.23 11:43:13:117
12, 70.603, 290.845, 299.291, -2.14286, 2.86907e-05, 1.85047e-05, -2.19256e-05, -40.1637, 25.4891, 39.2325, 51824.2, 46.55123062, 40.29431328, 0, 2021.07.23 11:43:13:117
13, 70.603, 290.845, 299.291, -1.42857, 5.9322e-05, 4.72043e-05, -3.59285e-05, -52.7243, 19.747, 50.6406, 121828, 46.55123062, 40.29431328, 0, 2021.07.23 11:43:13:117
14, 70.603, 290.845, 299.291, -0.714286, 0.000146391, 0.000132909, -6.13639e-05, -65.2172, 15.5603, 64.2661, 334844, 46.55123062, 40.29431328, 0, 2021.07.23 11:43:13:117
1, 70.268, 282.246, 290.862, -10, 1.51553e-07, 1.26826e-07, -8.29664e-08, -56.8083, 76.0157, 13.1552, 292.283, 46.55115329, 40.29430891, 0, 2021.07.23 11:43:14:867
2, 70.268, 282.246, 290.862, -9.28571, 2.17645e-07, 1.77185e-07, -1.26392e-07, -54.4986, 70.6548, 14.1533, 402.376, 46.55115329, 40.29430891, 0, 2021.07.23 11:43:14:867
3, 70.268, 282.246, 290.862, -8.57143, 3.0188e-07, 2.12273e-07, -2.14643e-07, -44.6819, 60.5941, 16.5033, 547.789, 46.55115329, 40.29430891, 0, 2021.07.23 11:43:14:867
4, 70.268, 282.246, 290.862, -7.85714, 4.60791e-07, 3.16726e-07, -3.34683e-07, -43.421, 53.801, 18.587, 815.029, 46.55115329, 40.29430891, 0, 2021.07.23 11:43:14:867
5, 70.268, 282.246, 290.862, -7.14286, 7.85317e-07, 5.0384e-07, -6.02386e-07, -39.9094, 49.8214, 20.0717, 1368.78, 46.55115329, 40.29430891, 0, 2021.07.23 11:43:14:867
6, 70.268, 282.246, 290.862, -6.42857, 1.44381e-06, 9.30192e-07, -1.10423e-06, -40.1104, 44.0945, 22.6785, 2484.52, 46.55115329, 40.29430891, 0, 2021.07.23 11:43:14:867
7, 70.268, 282.246, 290.862, -5.71429, 2.14367e-06, 1.17121e-06, -1.79543e-06, -33.1174, 43.3673, 23.0589, 3706.7, 46.55115329, 40.29430891, 0, 2021.07.23 11:43:14:867
8, 70.268, 282.246, 290.862, -5, 3.06751e-06, 1.8344e-06, -2.45858e-06, -36.7274, 39.1794, 25.5236, 5237.92, 46.55115329, 40.29430891, 0, 2021.07.23 11:43:14:867
9, 70.268, 282.246, 290.862, -4.28571, 4.76511e-06, 2.79496e-06, -3.85934e-06, -35.9123, 36.2781, 27.5648, 8235.78, 46.55115329, 40.29430891, 0, 2021.07.23 11:43:14:867
10, 70.268, 282.246, 290.862, -3.57143, 8.00282e-06, 4.697e-06, -6.47945e-06, -35.9386, 33.2438, 30.0808, 13916.4, 46.55115329, 40.29430891, 0, 2021.07.23 11:43:14:867
